ve_ref,token_w_punct,token,lemma,syntax,modern_english,morphology
2381.t1,hæfdon,hæfdon,habban,v,have,p3p
2381.t2,hȳ,hȳ,hie,p,they,npm
2381.t3,forhealden,forhealden,forhealdan,v,rebel against,pp
2381.t4,helm,helm,helm,m,protector,as
2381.t5,"Scylfinga,",Scylfinga,Scylfingas,np,Scylfings,dp
2382.t1,þone,þone,se,d,the,asm
2382.t2,sēlestan,sēlestan,selest,a,best,asms
2382.t3,sǣcyninga,sǣcyninga,sæ-cyning,m,sea-king,gp
2383.t1,þāra,þāra,se,d,that,gpm
2383.t2,ðe,ðe,þe,r,who,in
2383.t3,in,in,in,pp,in,indeclinable
2383.t4,Swīorīċe,Swīorīċe,Sweo-rice,np,Sweden,ds
2383.t5,sinc,sinc,sinc,n,treasure,as
2383.t6,"brytnade,",brytnade,brytnian,v,distribute,p3s
2384.t1,mǣrne,mǣrne,mære,a,famous,asm
2384.t2,þēoden.,þēoden,þeoden,m,lord,as
2384.t3,Him,Him,he,p,he,dsm
2384.t4,þæt,þæt,þæt,d,that,nsn
2384.t5,tō,tō,to,pp,(weorðan to),indeclinable
2384.t6,mearce,mearce,mearc,f,end,ds
2384.t7,wearð:,wearð,weorðan,v,become (+to),p3s
2385.t1,hē,hē,he,p,he,nsm
2385.t2,þǣr,þǣr,þær,av,there,indeclinable
2385.t3,for,for,for,pp,because of,indeclinable
2385.t4,feorme,feorme,feorm,f,hospitality,ds
2385.t5,feorhwunde,feorhwunde,feorh-wund,f,mortal wound,ds
2385.t6,"hlēat,",hlēat,hleotan,v,receive,p3s
2386.t1,sweordes,sweordes,sweord,n,sword,gs
2386.t2,"swengum,",swengum,sweng,m,stroke,dp
2386.t3,sunu,sunu,sunu,m,son,ns
2386.t4,"Hygelāces,",Hygelāces,Hygelac,np,Hygelac,gs
2387.t1,ond,ond,ond,c,and,indeclinable
2387.t2,him,him,he,p,himself,dsm
2387.t3,eft,eft,eft,av,back,indeclinable
2387.t4,gewāt,gewāt,gewitan,v,go,p3s
2387.t5,Ongenðīoes,Ongenðīoes,Ongenþeow,np,Ongentheow,gs
2387.t6,bearn,bearn,bearn,n,son,ns
2388.t1,hāmes,hāmes,ham,m,home,gs
2388.t2,nīosan,nīosan,neosan,v,seek out,i
2388.t3,syððan,syððan,siððan,c,after,indeclinable
2388.t4,Heardrēd,Heardrēd,Heardred,np,Heardred,ns
2388.t5,"læg,",læg,licgan,v,lie,p3s
2389.t1,lēt,lēt,lætan,v,let,p3s
2389.t2,ðone,ðone,se,d,the,asm
2389.t3,bregostōl,bregostōl,brego-stol,m,princely seat,as
2389.t4,Bīowulf,Bīowulf,Beowulf,np,Beowulf,as
2389.t5,"healdan,",healdan,healdan,v,hold,i
2390.t1,Gēatum,Gēatum,Geatas,np,Geats,dp
2390.t2,wealdan;,wealdan,wealdan,v,rule,i
2390.t3,þæt,þæt,þæt,d,that,nsn
2390.t4,wæs,wæs,wesan,v,be,p3s
2390.t5,gōd,gōd,god,a,good,nsm
2390.t6,cyning.,cyning,cyning,m,king,ns
2391.t1,Sē,Sē,se,d,he,nsm
2391.t2,ðæs,ðæs,se,d,that,gsm
2391.t3,lēodhryres,lēodhryres,leod-hryre,m,fall of a people,gs
2391.t4,lēan,lēan,lean,n,reward,as
2391.t5,gemunde,gemunde,gemunan,v,remember,p3s
2392.t1,uferan,uferan,ufera,a,later,dpnc
2392.t2,"dōgrum,",dōgrum,dogor,n,day,dp
2392.t3,Ēadgilse,Ēadgilse,Eadgils,np,Eadgils,ds
2392.t4,wearð,wearð,weorðan,v,become,p3s
2393.t1,fēasceaftum,fēasceaftum,feasceaft,a,destitute,dsm
2393.t2,frēond;,frēond,freond,m,friend,ns
2393.t3,folce,folce,folc,n,army,ds
2393.t4,gestēpte,gestēpte,gestepan,v,support,p3s
2394.t1,ofer,ofer,ofer,pp,across,indeclinable
2394.t2,sǣ,sǣ,sæ,f,sea,as
2394.t3,sīde,sīde,sid,a,wide,asf
2394.t4,sunu,sunu,sunu,m,son,as
2394.t5,"Ōhteres,",Ōhteres,Ohthere,np,Ohthere,gs
2395.t1,wigum,wigum,wiga,m,warrior,dp
2395.t2,ond,ond,ond,c,and,indeclinable
2395.t3,wǣpnum;,wǣpnum,wæpen,n,weapon,dp
2395.t4,hē,hē,he,p,he,nsm
2395.t5,gewræc,gewræc,gewrecan,v,avenge,p3s
2395.t6,syððan,syððan,siððan,av,then,indeclinable
2396.t1,cealdum,cealdum,ceald,a,pernicious,dpm
2396.t2,"cearsīðum,",cearsīðum,cear-sið,m,expedition bringing sorrow,dp
2396.t3,cyning,cyning,cyning,m,king,as
2396.t4,ealdre,ealdre,ealdor,n,life,ds
2396.t5,binēat.,binēat,beneotan,v,deprive,p3s
2397.t1,Swā,Swā,swa,av,thus,indeclinable
2397.t2,hē,hē,he,p,he,nsm
2397.t3,nīða,nīða,nið,m,assault,gp
2397.t4,gehwane,gehwane,gehwa,p,every,asm
2397.t5,genesen,genesen,genesan,v,survive,pp
2397.t6,"hæfde,",hæfde,habban,v,have,p3s
2398.t1,slīðra,slīðra,sliðen,a,fierce,gpn
2398.t2,"geslyhta,",geslyhta,geslyht,n,onslaught,gp
2398.t3,sunu,sunu,sunu,m,son,ns
2398.t4,"Ecgðīowes,",Ecgðīowes,Ecgþeow,np,Ecgtheow,gs
2399.t1,"ellenweorca,",ellenweorca,ellen-weorc,n,courageous deed,gp
2399.t2,oð,oð,oð,pp,until,indeclinable
2399.t3,ðone,ðone,se,d,that,asm
2399.t4,ānne,ānne,an,a,one,asm
2399.t5,dæg,dæg,dæg,m,day,as
2400.t1,þē,þē,þe,r,on which,in
2400.t2,hē,hē,he,p,he,nsm
2400.t3,wið,wið,wið,pp,against,indeclinable
2400.t4,þām,þām,se,d,the,dsm
2400.t5,wyrme,wyrme,wyrm,m,serpent,ds
2400.t6,gewegan,gewegan,gewegan,v,fight,i
2400.t7,sceolde.,sceolde,sculan,v,have to,p3s
2401.t1,Gewāt,Gewāt,gewitan,v,go,p3s
2401.t2,þā,þā,þa,av,then,indeclinable
2401.t3,twelfa,twelfa,twelf,nu,twelve,gpm
2401.t4,sum,sum,sum,p,one,nsm
2401.t5,torne,torne,torn,n,anger,ds
2401.t6,gebolgen,gebolgen,gebelgan,v,enrage,ppnsm
2402.t1,dryhten,dryhten,dryhten,m,lord,ns
2402.t2,Gēata,Gēata,Geatas,np,Geats,gp
2402.t3,dracan,dracan,draca,m,dragon,as
2402.t4,scēawian;,scēawian,sceawian,v,examine,i
2403.t1,hæfde,hæfde,habban,v,have,p3s
2403.t2,þā,þā,þa,av,then,indeclinable
2403.t3,gefrūnen,gefrūnen,gefrignan,v,learn,pp
2403.t4,hwanan,hwanan,hwanan,av,whence,indeclinable
2403.t5,sīo,sīo,seo,d,the,nsf
2403.t6,fǣhð,fǣhð,fæhð,f,feud,ns
2403.t7,"ārās,",ārās,arisan,v,arise,p3s
2404.t1,bealonīð,bealonīð,bealo-nið,m,pernicious evil,ns
2404.t2,biorna;,biorna,beorn,m,warrior,gp
2404.t3,him,him,he,p,he,dsm
2404.t4,tō,tō,to,pp,into,indeclinable
2404.t5,bearme,bearme,bearm,m,possession,ds
2404.t6,cwōm,cwōm,cuman,v,come,p3s
2405.t1,māðþumfæt,māðþumfæt,maððum-fæt,n,precious cup,ns
2405.t2,mǣre,mǣre,mære,a,famous,nsn
2405.t3,þurh,þurh,þurh,pp,through,indeclinable
2405.t4,ðæs,ðæs,se,d,the,gsm
2405.t5,meldan,meldan,melda,m,informer,gs
2405.t6,hond.,hond,hand,f,hand,as
2406.t1,Sē,Sē,se,d,that,nsm
2406.t2,wæs,wæs,wesan,v,be,p3s
2406.t3,on,on,on,pp,in,indeclinable
2406.t4,ðām,ðām,se,d,the,dsm
2406.t5,ðrēate,ðrēate,þreat,m,troop,ds
2406.t6,þreottēoða,þreottēoða,þreotteoða,nu,thirteenth,nsm
2406.t7,"secg,",secg,secg,m,man,ns
2407.t1,sē,sē,se,d,who,nsm
2407.t2,ðæs,ðæs,þæt,d,the,gsn
2407.t3,orleges,orleges,orlege,n,conflict,gs
2407.t4,ōr,ōr,or,n,origin,as
2407.t5,"onstealde,",onstealde,onstellan,v,bring about,p3s
2408.t1,hæft,hæft,hæft,m,captive,ns
2408.t2,"hygegiōmor,",hygegiōmor,hige-geomor,a,sad in mind,nsm
2408.t3,sceolde,sceolde,sculan,v,have to,p3s
2408.t4,hēan,hēan,hean,a,abject,nsm
2408.t5,ðonon,ðonon,þonan,av,thence,indeclinable
2409.t1,wong,wong,wong,m,place,as
2409.t2,wīsian.,wīsian,wisian,v,show the way to,i
2409.t3,Hē,Hē,he,p,he,nsm
2409.t4,ofer,ofer,ofer,pp,against,indeclinable
2409.t5,willan,willan,willa,m,will,as
2409.t6,gīong,gīong,gangan,v,go,p3s
2410.t1,tō ðæs ðe,tō ðæs ðe,to þæs þe,c,until,indeclinable
2410.t2,hē,hē,he,p,he,nsm
2410.t3,eorðsele,eorðsele,eorð-sele,m,earth-hall,as
2410.t4,ānne,ānne,an,a,a certain,asm
2410.t5,"wisse,",wisse,witan,v,know,p3s
2411.t1,hlǣw,hlǣw,hlæw,m,barrow,as
2411.t2,under,under,under,pp,under,indeclinable
2411.t3,hrūsan,hrūsan,hruse,f,ground,ds
2411.t4,holmwylme,holmwylme,holm-wylm,m,surge of the sea,ds
2411.t5,"nēh,",nēh,neah,pp,near,indeclinable
2412.t1,ȳðgewinne;,ȳðgewinne,yð-gewinn,n,tumult of the waves,ds
2412.t2,sē,sē,se,d,that,nsm
2412.t3,wæs,wæs,wesan,v,be,p3s
2412.t4,innan,innan,innan,av,within,indeclinable
2412.t5,full,full,full,a,full,nsm
2413.t1,wrǣtta,wrǣtta,wrætt,f,work of art,gp
2413.t2,ond,ond,ond,c,and,indeclinable
2413.t3,wīra.,wīra,wir,m,filigree,gp
2413.t4,Weard,Weard,weard,m,guardian,ns
2413.t5,"unhīore,",unhīore,unhyre,a,monstrous,nsm
2414.t1,gearo,gearo,gearo,a,ready,nsm
2414.t2,gūðfreca,gūðfreca,guð-freca,m,fighter,ns
2414.t3,goldmāðmas,goldmāðmas,gold-maððum,m,treasure,ap
2414.t4,hēold,hēold,healdan,v,hold,p3s
2415.t1,eald,eald,eald,a,old,nsm
2415.t2,under,under,under,pp,under,indeclinable
2415.t3,eorðan;,eorðan,eorðe,f,earth,ds
2415.t4,næs,næs,ne wesan,v,be not,p3s
2415.t5,þæt,þæt,þæt,d,that,nsn
2415.t6,ȳðe,ȳðe,eaðe,a,easy,nsm
2415.t7,cēap,cēap,ceap,m,purchase,ns
2416.t1,tō,tō,to,pp,to,indeclinable
2416.t2,gegangenne,gegangenne,gegangan,v,obtain,if
2416.t3,gumena,gumena,guma,m,man,gp
2416.t4,ǣnigum.,ǣnigum,ænig,p,any,dsm
2417.t1,Gesæt,Gesæt,gesittan,v,sit down,p3s
2417.t2,ðā,ðā,þa,av,then,indeclinable
2417.t3,on,on,on,pp,on,indeclinable
2417.t4,næsse,næsse,næss,m,headland,ds
2417.t5,nīðheard,nīðheard,nið-heard,a,brave in battle,nsm
2417.t6,cyning,cyning,cyning,m,king,ns
2418.t1,þenden,þenden,þenden,c,while,indeclinable
2418.t2,hǣlo,hǣlo,hælo,f,luck,as
2418.t3,ābēad,ābēad,abeodan,v,wish,p3s
2418.t4,"heorðgenēatum,",heorðgenēatum,heorð-geneat,m,hearth-companion,dp
2419.t1,goldwine,goldwine,gold-wine,m,generous friend,ns
2419.t2,Gēata.,Gēata,Geatas,np,Geats,np
2419.t3,Him,Him,he,p,he,dsm
2419.t4,wæs,wæs,wesan,v,be,p3s
2419.t5,geōmor,geōmor,geomor,a,sad,nsm
2419.t6,"sefa,",sefa,sefa,m,heart,ns
2420.t1,wǣfre,wǣfre,wæfre,a,restless,nsm
2420.t2,ond,ond,ond,c,and,indeclinable
2420.t3,"wælfūs,",wælfūs,wæl-fus,a,eager for slaughter,nsm
2420.t4,wyrd,wyrd,wyrd,f,fate,ns
2420.t5,ungemete,ungemete,ungemete,av,exceedingly,indeclinable
2420.t6,"nēah,",nēah,neah,a,near,nsf
2421.t1,sē,sē,se,d,which,nsm
2421.t2,ðone,ðone,se,d,the,asm
2421.t3,gomelan,gomelan,gamol,a,old,asm
2421.t4,grētan,grētan,gretan,v,reach,i
2421.t5,"sceolde,",sceolde,sculan,v,should,p3s
2422.t1,sēcean,sēcean,secan,v,seek out,i
2422.t2,sāwle,sāwle,sawol,f,soul,gs
2422.t3,"hord,",hord,hord,n,hoard,as
2422.t4,sundur,sundur,sundor,av,asunder,indeclinable
2422.t5,gedǣlan,gedǣlan,gedælan,v,sever,p3s
2423.t1,līf,līf,lif,n,life,as
2423.t2,wið,wið,wið,pp,from,indeclinable
2423.t3,līce;,līce,lic,n,body,ds
2423.t4,nō,nō,no,av,not,indeclinable
2423.t5,þon,þon,þæt,d,that,isn
2423.t6,lange,lange,longe,av,long (?no þon longe=not for long after that),indeclinable
2423.t7,wæs,wæs,wesan,v,be,p3s
2424.t1,feorh,feorh,feorh,m,life,ns
2424.t2,æþelinges,æþelinges,æþeling,m,prince,gs
2424.t3,flǣsce,flǣsce,flæsc,n,flesh,ds
2424.t4,bewunden.,bewunden,bewindan,v,envelop,pp
2425.t1,Bīowulf,Bīowulf,Beowulf,np,Beowulf,ns
2425.t2,"maþelade,",maþelade,maþelian,v,speak,p3s
2425.t3,bearn,bearn,bearn,n,son,ns
2425.t4,Ecgðēowes:,Ecgðēowes,Ecgþeow,np,Ecgtheow,gs
2426.t1,‘Fela,Fela,fela,n,many,in
2426.t2,iċ,iċ,ic,p,I,ns
2426.t3,on,on,on,pp,in,indeclinable
2426.t4,giogoðe,giogoðe,geogoð,f,youth,ds
2426.t5,gūðrǣsa,gūðrǣsa,guð-ræs,m,attack,gp
2426.t6,"genæs,",genæs,genesan,v,survive,p1s
2427.t1,orleghwīla;,orleghwīla,orleg-hwil,f,time of war,gp
2427.t2,iċ,iċ,ic,p,I,ns
2427.t3,þæt,þæt,þæt,d,that,asn
2427.t4,eall,eall,eall,a,all,asn
2427.t5,gemon.,gemon,gemunan,v,remember,pr1s
2428.t1,Iċ,Iċ,ic,p,I,ns
2428.t2,wæs,wæs,wesan,v,be,p1s
2428.t3,syfanwintre,syfanwintre,seofon-wintre,a,seven years old,nsm
2428.t4,þā,þā,þa,c,when,indeclinable
2428.t5,meċ,meċ,ic,p,I,as
2428.t6,sinca,sinca,sinc,n,treasure,gp
2428.t7,baldor,baldor,bealdor,m,lord,ns
2429.t1,frēawine,frēawine,frea-wine,m,lord and friend,ns
2429.t2,folca,folca,folc,n,people,gp
2429.t3,æt,æt,æt,pp,from,indeclinable
2429.t4,mīnum,mīnum,min,p,my,dsm
2429.t5,fæder,fæder,fæder,m,father,ds
2429.t6,ġenam;,ġenam,geniman,v,receive,p3s
2430.t1,hēold,hēold,healdan,v,keep,p3s
2430.t2,mec,mec,ic,p,I,as
2430.t3,ond,ond,ond,c,and,indeclinable
2430.t4,hæfde,hæfde,habban,v,have,p3s
2430.t5,Hrēðel,Hrēðel,Hreþel,np,Hrethel,ns
2430.t6,"cyning,",cyning,cyning,m,king,ns
2431.t1,geaf,geaf,gifan,v,give,p3s
2431.t2,mē,mē,ic,p,I,ds
2431.t3,sinc,sinc,sinc,n,treasure,as
2431.t4,ond,ond,ond,c,and,indeclinable
2431.t5,"symbel,",symbel,symbel,n,banquet,as
2431.t6,sibbe,sibbe,sibb,f,kinship,as
2431.t7,gemunde;,gemunde,gemunan,v,remember,p3s
2432.t1,næs,næs,ne wesan,v,be not,p1s
2432.t2,ic,ic,ic,p,I,ns
2432.t3,him,him,he,p,he,dsm
2432.t4,tō,tō,to,pp,in,indeclinable
2432.t5,līfe,līfe,lif,n,life,ds
2432.t6,lāðra,lāðra,lað,a,hated,nsmc
2432.t7,"ōwihte,",ōwihte,owiht,p,(in) anything,dsn
2433.t1,beorn,beorn,beorn,m,warrior,ns
2433.t2,in,in,in,pp,in,indeclinable
2433.t3,"burgum,",burgum,burh,f,stronghold,dp
2433.t4,þonne,þonne,þonne,c,than,indeclinable
2433.t5,his,his,he,p,his,gsm
2433.t6,bearna,bearna,bearn,n,son,gp
2433.t7,"hwylc,",hwylc,hwylc,p,any,nsn
2434.t1,Herebeald,Herebeald,Herebeald,np,Herebeald,ns
2434.t2,ond,ond,ond,c,and,indeclinable
2434.t3,Hæðcyn,Hæðcyn,Hæðcyn,np,Hæthcyn,ns
2434.t4,oððe,oððe,oððe,c,or,indeclinable
2434.t5,Hygelāc,Hygelāc,Hygelac,np,Hygelac,ns
2434.t6,mīn.,mīn,min,p,my,nsm
2435.t1,Wæs,Wæs,wesan,v,be,p3s
2435.t2,þām,þām,se,d,the,dsm
2435.t3,yldestan,yldestan,eald,a,eldest,dsms
2435.t4,unġedēfelīċe,unġedēfelīċe,ungedefelice,av,unfittingly,indeclinable
2436.t1,mǣges,mǣges,mæg,m,kinsman,gs
2436.t2,dǣdum,dǣdum,dæd,f,action,dp
2436.t3,morþorbed,morþorbed,morðor-bedd,n,bed of violent death,ns
2436.t4,"strêd,",strêd,stregan,v,spread,pp
2437.t1,syððan,syððan,siððan,c,when,indeclinable
2437.t2,hyne,hyne,he,p,he,asm
2437.t3,Hæðcyn,Hæðcyn,Hæðcyn,np,Hæthcyn,ns
2437.t4,of,of,of,pp,from,indeclinable
2437.t5,"hornbogan,",hornbogan,horn-boga,m,horn-bow,ds
2438.t1,his,his,he,p,his,gsm
2438.t2,frēawine,frēawine,frea-wine,m,lord and friend,as
2438.t3,flāne,flāne,flan,m,arrow,ds
2438.t4,"geswencte,",geswencte,geswencan,v,strike,p3s
2439.t1,miste,miste,missan,v,miss,p3s
2439.t2,mercelses,mercelses,mercels,m,mark,gs
2439.t3,ond,ond,ond,c,and,indeclinable
2439.t4,his,his,he,p,his,gsm
2439.t5,mǣg,mǣg,mæg,m,kinsman,as
2439.t6,"ofscēt,",ofscēt,ofsceotan,v,shoot dead,p3s
2440.t1,brōðor,brōðor,broðor,m,brother,ns
2440.t2,ōðerne,ōðerne,oþer,a,other,asm
2440.t3,blōdigan,blōdigan,blodig,a,bloody,dsm
2440.t4,gāre.,gāre,gar,m,dart,ds
2441.t1,Þæt,Þæt,þæt,d,that,nsn
2441.t2,wæs,wæs,wesan,v,be,p3s
2441.t3,feohlēas,feohlēas,feohleas,a,uncompensated,nsn
2441.t4,"gefeoht,",gefeoht,gefeoht,n,fight,ns
2441.t5,fyrenum,fyrenum,fyren,f,crime (=sorely),dp
2441.t6,"gesyngad,",gesyngad,gesyngian,v,do wrong,ppnsn
2442.t1,hreðre,hreðre,hreðer,n,heart,ds
2442.t2,hygemēðe;,hygemēðe,hige-meðe,a,wearying,nsn
2442.t3,sceolde,sceolde,sculan,v,have to,p3s
2442.t4,hwæðre,hwæðre,hwæþre,av,yet,indeclinable
2442.t5,swā þēah,swā þēah,swa þeah,av,however,indeclinable
2443.t1,æðeling,æðeling,æþeling,m,prince,ns
2443.t2,unwrecen,unwrecen,unwrecen,a,unavenged,nsm
2443.t3,ealdres,ealdres,ealdor,n,life,gs
2443.t4,linnan.,linnan,linnan,v,lose,i
2444.t1,Swā,Swā,swa,av,thus,indeclinable
2444.t2,bið,bið,beon,v,be,pr3s
2444.t3,geōmorlīċ,geōmorlīċ,geomorlic,a,sad,nsn
2444.t4,gomelum,gomelum,gamol,a,old,dsm
2444.t5,ċeorle,ċeorle,ceorl,m,man,ds
2445.t1,tō,tō,to,pp,to,indeclinable
2445.t2,"gebīdanne,",gebīdanne,gebidan,v,experience,if
2445.t3,þæt,þæt,þæt,c,that,indeclinable
2445.t4,his,his,he,p,his,gsm
2445.t5,byre,byre,byre,m,son,ns
2445.t6,rīde,rīde,ridan,v,ride,prc3s
2446.t1,giong,giong,geong,a,young,nsm
2446.t2,on,on,on,pp,on,indeclinable
2446.t3,galgan.,galgan,galga,m,gallows,ds
2446.t4,Þonne,Þonne,þonne,av,then,indeclinable
2446.t5,hē,hē,he,p,he,nsm
2446.t6,gyd,gyd,gidd,n,dirge,as
2446.t7,"wrece,",wrece,wrecan,v,recite,prc3s
2447.t1,sārigne,sārigne,sarig,a,mournful,asm
2447.t2,"sang,",sang,sang,m,song,as
2447.t3,þonne,þonne,þonne,c,when,indeclinable
2447.t4,his,his,he,p,his,gsm
2447.t5,sunu,sunu,sunu,m,son,ns
2447.t6,hangað,hangað,hangian,v,hang,pr3s
2448.t1,hrefne,hrefne,hrefn,m,raven,ds
2448.t2,tō,tō,to,pp,as,indeclinable
2448.t3,"hrōðre,",hrōðre,hroðor,n,benefit,ds
2448.t4,ond,ond,ond,c,and,indeclinable
2448.t5,hē,hē,he,p,he,nsm
2448.t6,him,him,he,p,he,dsm
2448.t7,helpe,helpe,help,f,help,as
2448.t8,ne,ne,ne,av,not,indeclinable
2448.t9,mæg,mæg,magan,v,can,pr3s
2449.t1,eald,eald,eald,a,old,nsm
2449.t2,ond,ond,ond,c,and,indeclinable
2449.t3,infrōd,infrōd,infrod,a,very wise,nsm
2449.t4,ǣnige,ǣnige,ænig,p,any,asf
2449.t5,"gefremman,",gefremman,gefremman,v,offer,i
2450.t1,symble,symble,simble,av,always,indeclinable
2450.t2,bið,bið,beon,v,be,pr3s
2450.t3,gemyndgad,gemyndgad,gemyndgian,v,remind,pp
2450.t4,morna,morna,morgen,m,morning,gp
2450.t5,gehwylce,gehwylce,gehwylc,p,each,ism
2451.t1,eaforan,eaforan,eafora,m,son,gs
2451.t2,ellorsīð;,ellorsīð,ellor-sið,m,journey elsewhere,ns
2451.t3,ōðres,ōðres,oþer,a,other,gsm
2451.t4,ne,ne,ne,av,not,indeclinable
2451.t5,gȳmeð,gȳmeð,gyman,v,care,pr3s
2452.t1,tō,tō,to,pp,to,indeclinable
2452.t2,gebīdanne,gebīdanne,gebidan,v,wait for,if
2452.t3,burgum,burgum,burh,f,stronghold,dp
2452.t4,in,in,in,pp,in,indeclinable
2452.t5,innan,innan,innan,av,within,indeclinable
2453.t1,"yrfeweardas,",yrfeweardas,yrfe-weard,m,guardian of the inheritance,gs
2453.t2,þonne,þonne,þonne,c,when,indeclinable
2453.t3,se,se,se,d,the,nsm
2453.t4,ān,ān,an,a,one,nsm
2453.t5,hafað,hafað,habban,v,have,pr3s
2454.t1,þurh,þurh,þurh,pp,through,indeclinable
2454.t2,dēaðes,dēaðes,deað,m,death,gs
2454.t3,nȳd,nȳd,nyd,f,necessity,as
2454.t4,dǣda,dǣda,dæd,f,(one's fill of) deed,gp
2454.t5,gefondad.,gefondad,gefandian,v,experience,pp
2455.t1,Gesyhð,Gesyhð,geseon,v,see,pr3s
2455.t2,sorhcearig,sorhcearig,sorh-cearig,a,sorrowful,nsm
2455.t3,on,on,on,pp,in,indeclinable
2455.t4,his,his,he,p,his,gsm
2455.t5,suna,suna,sunu,m,son,gs
2455.t6,būre,būre,bur,m,private chamber,ds
2456.t1,wīnsele,wīnsele,win-sele,m,wine-hall,as
2456.t2,"wēstne,",wēstne,weste,a,deserted,asm
2456.t3,windge,windge,windig,a,windy,asf
2456.t4,"reste,",reste,rest,f,resting-place,as
2457.t1,rēotġe,rēotġe,reotig,a,dreary,asf
2457.t2,berofene;,berofene,bereofan,v,empty,ppasf
2457.t3,rīdend,rīdend,ridend,m,rider,np
2457.t4,"swefað,",swefað,swefan,v,sleep,pr3p
2458.t1,hæleð,hæleð,hæle,m,man,np
2458.t2,in,in,in,pp,in,indeclinable
2458.t3,hoðman;,hoðman,hoðma,m,tomb,ds
2458.t4,nis,nis,ne beon,v,be not,pr3s
2458.t5,þǣr,þǣr,þær,av,there,indeclinable
2458.t6,hearpan,hearpan,hearpe,f,harp,gs
2458.t7,"swēg,",swēg,sweg,m,sound,ns
2459.t1,gomen,gomen,gomen,n,mirth,ns
2459.t2,in,in,in,pp,in,indeclinable
2459.t3,"geardum,",geardum,geard,m,house,dp
2459.t4,swylce,swylce,swylc,p,such as,npn
2459.t5,ðǣr,ðǣr,þær,av,there,indeclinable
2459.t6,iū,iū,geo,av,formerly,indeclinable
2459.t7,wǣron.,wǣron,wesan,v,be,p3p
2460.t1,Gewīteð,Gewīteð,gewitan,v,go,pr3s
2460.t2,þonne,þonne,þonne,av,then,indeclinable
2460.t3,on,on,on,pp,to,indeclinable
2460.t4,"sealman,",sealman,sealma,m,bed,as
2460.t5,sorhlēoð,sorhlēoð,sorh-leoð,n,song of sorrow,as
2460.t6,gæleð,gæleð,galan,v,sing,pr3s
2461.t1,ān,ān,an,a,one,nsm
2461.t2,æfter,æfter,æfter,pp,after,indeclinable
2461.t3,ānum;,ānum,an,a,one (=another),dsm
2461.t4,þūhte,þūhte,þyncan,v,seem,p3s
2461.t5,him,him,he,p,he,dsm
2461.t6,eall,eall,eall,a,all,nsn
2461.t7,tō,tō,to,av,too,indeclinable
2461.t8,"rūm,",rūm,rum,a,spacious,nsn
2462.t1,wongas,wongas,wong,m,field,np
2462.t2,ond,ond,ond,c,and,indeclinable
2462.t3,wīcstede.,wīcstede,wic-stede,m,dwelling-place,ns
2462.t4,Swā,Swā,swa,av,so,indeclinable
2462.t5,Wedra,Wedra,Wederas,np,Weders,gp
2462.t6,helm,helm,helm,m,protection,ns
2463.t1,æfter,æfter,æfter,pp,for,indeclinable
2463.t2,Herebealde,Herebealde,Herebeald,np,Herebeald,ds
2463.t3,heortan,heortan,heorte,f,heart,gs
2463.t4,sorge,sorge,sorh,f,sorrow,as
2464.t1,weallinde,weallinde,weallan,v,well up,pprasf
2464.t2,wæg;,wæg,wegan,v,bear,p3s
2464.t3,wihte,wihte,wihte,av,at all,indeclinable
2464.t4,ne,ne,ne,av,not,indeclinable
2464.t5,meahte,meahte,magan,v,could,p3s
2465.t1,on,on,on,pp,on,indeclinable
2465.t2,ðām,ðām,se,d,the,dsm
2465.t3,feorhbonan,feorhbonan,feorh-bana,m,slayer,ds
2465.t4,fǣghðe,fǣghðe,fæhð,f,feud,as
2465.t5,gebētan;,gebētan,gebetan,v,settle,i
2466.t1,nō ðȳ ǣr,nō ðȳ ǣr,no þy ær,av,yet...not,indeclinable
2466.t2,hē,hē,he,p,he,nsm
2466.t3,þone,þone,se,d,the,asm
2466.t4,heaðorinc,heaðorinc,heaþo-rinc,m,warrior,as
2466.t5,hatian,hatian,hatian,v,persecute,i
2466.t6,ne,ne,ne,av,not,indeclinable
2466.t7,meahte,meahte,magan,v,could,p3s
2467.t1,lāðum,lāðum,lað,a,hostile,dpf
2467.t2,"dǣdum,",dǣdum,dæd,f,deed,dp
2467.t3,þēah,þēah,þeah,c,though,indeclinable
2467.t4,him,him,he,p,he,dsm
2467.t5,lēof,lēof,leof,a,dear,nsm
2467.t6,ne,ne,ne,av,not,indeclinable
2467.t7,wæs.,wæs,wesan,v,be,p3s
2468.t1,Hē,Hē,he,p,he,nsm
2468.t2,ðā,ðā,þa,av,then,indeclinable
2468.t3,mid,mid,mid,pp,with,indeclinable
2468.t4,þǣre,þǣre,seo,d,that,dsf
2468.t5,"sorhge,",sorhge,sorh,f,sorrow,ds
2468.t6,þē,þē,þe,r,whom,in
2468.t7,him,him,he,p,he (þe him=to whom),dsm
2468.t8,sīo,sīo,seo,d,that,nsf
2468.t9,sār,sār,sar,f,pain,ns
2468.t10,"belamp,",belamp,belimpan,v,befall,p3s
2469.t1,gumdrēam,gumdrēam,gum-dream,m,joy of men,as
2469.t2,"ofgeaf,",ofgeaf,ofgifan,v,leave,p3s
2469.t3,Godes,Godes,God,np,God,gs
2469.t4,lēoht,lēoht,leoht,n,light,as
2469.t5,gecēas;,gecēas,geceosan,v,choose,p3s
2470.t1,eaferum,eaferum,eafora,m,son,dp
